"ms_zoning","lot_frontage","lot_area","street","lot_shape","land_contour","lot_config","land_slope","condition_1","bldg_type","house_style","overall_qual","overall_cond","roof_style","exterior_1st","mas_vnr_type","exter_qual","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type_1","bsmt_fin_sf_1","bsmt_fin_type_2","bsmt_fin_sf_2","bsmt_unf_sf","heating_qc","central_air","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","bsmt_full_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_finish","garage_cars","garage_area","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","screen_porch","sale_price","longitude","latitude","neighborhood_tier","log_sale_price","effective_year"
"RL",24,2364,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","2Story",6,5,"Gable","Plywood","None",3,"CBlock",4,3,1,5,320,1,0,484,3,1,804,744,0,0,2,1,3,1,3,7,7,1,3,"Detchd",1,2,440,2,108,0,0,0,147000,-93.625688,42.05009,"Mid-Range",11.8981878657609,1978
"RL",24,2289,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","2Story",6,6,"Gable","Plywood","None",3,"CBlock",3,3,1,5,311,1,0,544,3,1,855,586,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1,2,440,2,28,0,0,0,148500,-93.62569,42.050134,"Mid-Range",11.9083402372249,1978
"RL",24,2364,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","2Story",6,5,"Gable","Plywood","None",4,"CBlock",4,3,1,5,279,1,0,576,3,1,855,601,0,0,2,1,3,1,3,6,7,1,3,"Attchd",3,2,440,2,147,0,0,0,138000,-93.625696,42.050222,"Mid-Range",11.8350089641393,1978
"RL",24,2104,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,6,"Gable","Plywood","None",3,"CBlock",3,3,1,5,536,1,0,300,3,1,836,0,0,0,1,0,2,1,3,5,7,0,0,"Attchd",1,1,345,2,150,20,0,0,128500,-93.625707,42.050397,"Mid-Range",11.7636841833174,1976
"RL",65,7150,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,5,"Gable","HdBoard","BrkFace",3,"CBlock",3,3,1,4,432,1,0,460,3,1,892,0,0,0,1,0,3,1,3,5,7,0,0,"Attchd",2,1,288,2,0,0,0,0,100000,-93.6256036,42.0488934,"Mid-Range",11.5129254649702,1967
"RL",72,10710,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",5,7,"Hip","HdBoard","BrkFace",4,"PConc",3,3,1,4,644,1,0,220,5,1,1120,0,0,0,1,0,3,1,3,5,7,1,3,"Attchd",2,2,656,2,0,162,0,0,148800,-93.626521,42.048486,"Mid-Range",11.9103584013811,2004
"RL",96,12456,1,"Reg","Lvl","FR2",1,"Norm","1Fam","1Story",10,5,"Hip","Other","Stone",5,"PConc",5,3,4,6,1172,1,0,528,5,1,1718,0,0,1,2,0,3,1,5,7,7,1,4,"Attchd",3,3,786,2,216,48,0,0,337500,-93.658877,42.0623099,"Luxury",12.7293207892947,2007
"RL",110,14257,1,"Reg","Lvl","Inside",1,"PosN","1Fam","2Story",9,5,"Hip","VinylSd","Stone",5,"PConc",5,3,1,6,1360,1,0,416,5,1,1794,978,0,1,3,1,4,1,5,10,7,3,4,"BuiltIn",3,3,754,2,135,64,0,0,462000,-93.6562749,42.063304,"Luxury",13.0433201700639,2007
"RL",105,15431,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",10,5,"Hip","VinylSd","Stone",5,"PConc",5,3,4,6,1767,5,539,788,5,1,2402,0,0,1,2,0,2,1,5,10,7,2,4,"Attchd",3,3,672,2,0,72,0,170,555000,-93.657828,42.061902,"Luxury",13.2267233927286,2008
"RL",108,13173,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",9,5,"Hip","VinylSd","Stone",4,"PConc",5,3,1,6,1572,1,0,80,5,1,1652,0,0,1,2,0,2,1,5,6,7,2,5,"Attchd",3,2,840,2,404,102,0,0,325000,-93.657483,42.06128,"Luxury",12.6915804613119,2007
"RL",110,14230,1,"Reg","Lvl","Corner",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,1,0,1,0,1566,5,1,1600,0,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2,3,890,2,0,56,0,0,256300,-93.654241,42.062991,"Luxury",12.4541039123522,2007
"RL",96,11308,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",9,5,"Gable","VinylSd","Stone",5,"PConc",5,3,3,6,936,1,0,168,5,1,1130,1054,0,1,2,1,3,1,5,10,7,1,4,"Attchd",3,3,836,2,0,102,0,0,335000,-93.652863,42.062942,"Luxury",12.7218858108072,2008
"RL",95,12350,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",9,5,"Hip","VinylSd","Stone",5,"PConc",5,3,3,6,1232,1,0,788,5,1,2020,0,0,1,2,0,3,1,5,7,7,1,4,"Attchd",2,3,896,2,192,98,0,0,404000,-93.654439,42.062258,"Luxury",12.9091701569433,2008
"RL",97,13478,1,"IR1","Lvl","Corner",1,"Norm","1Fam","2Story",10,5,"Gable","Other","Stone",5,"PConc",5,3,4,6,1338,1,0,384,5,1,1728,568,0,1,2,1,3,1,5,10,7,1,4,"BuiltIn",2,3,842,2,382,274,0,0,451950,-93.658224,42.062776,"Luxury",13.0213268332266,2008
"RL",105,13693,1,"Reg","Lvl","Inside",1,"PosA","1Fam","1Story",10,5,"Hip","VinylSd","Stone",5,"PConc",5,3,4,6,2288,1,0,342,5,1,2674,0,0,2,2,1,2,1,5,8,7,2,4,"Attchd",3,3,762,2,360,50,0,0,610000,-93.657835,42.062789,"Luxury",13.3212142361495,2007
"RL",95,11578,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",9,5,"Gable","VinylSd","Stone",5,"PConc",5,3,1,1,0,1,0,1736,5,1,1736,0,0,0,2,0,3,1,5,7,7,1,4,"Attchd",2,3,834,2,319,90,0,0,360000,-93.654437,42.062108,"Luxury",12.7938593104323,2008
"RL",129,16870,1,"IR1","Lvl","FR3",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,4,6,1531,1,0,251,5,1,1782,0,0,1,2,0,3,1,4,7,7,2,4,"Attchd",3,3,932,2,99,82,0,0,296000,-93.658854,42.060934,"Luxury",12.5981147333062,2005
"RL",87,11146,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","Stone",4,"PConc",5,3,3,1,0,1,0,1709,5,1,1717,0,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2,3,908,2,169,39,0,0,255500,-93.653152,42.061382,"Luxury",12.4509776886259,2006
"RL",87,10367,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",9,5,"Hip","VinylSd","Stone",5,"PConc",5,3,2,6,1015,1,0,724,5,1,1743,0,0,1,2,0,3,1,5,8,7,1,4,"Attchd",2,3,927,2,168,45,0,0,335000,-93.652884,42.061437,"Luxury",12.7218858108072,2008
"RL",76,9591,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,3,6,1088,1,0,625,5,1,1713,0,0,1,2,0,3,1,5,7,7,1,4,"Attchd",3,3,856,2,0,26,0,170,274900,-93.654724,42.060576,"Luxury",12.5241626741533,2005
"RL",77,10872,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",9,5,"Gable","VinylSd","Stone",4,"PConc",5,4,3,6,1037,1,0,467,5,1,1531,0,0,1,2,0,2,1,5,6,7,1,4,"Attchd",3,3,700,2,184,52,0,0,300000,-93.65476,42.060575,"Luxury",12.6115377536383,2006
"RL",102,13514,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",9,5,"Hip","VinylSd","None",5,"PConc",5,3,1,6,1142,1,0,632,5,1,1808,0,0,1,2,0,3,1,5,7,7,1,4,"Attchd",3,3,850,2,200,26,0,0,324000,-93.652084,42.061678,"Luxury",12.6884987947745,2008
"RL",74,8834,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",9,5,"Hip","VinylSd","Stone",4,"PConc",5,3,1,6,1170,1,0,292,5,1,1462,762,0,1,2,1,4,1,5,10,7,1,4,"Attchd",3,3,738,2,184,0,0,0,350000,-93.654652,42.060426,"Luxury",12.7656884334656,2005
"RL",107,11362,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","MetalSd","Stone",4,"PConc",5,3,2,6,1039,1,0,797,5,1,1836,0,0,1,2,0,3,1,4,7,7,1,4,"Attchd",3,3,862,2,125,185,0,0,280000,-93.652724,42.060178,"Luxury",12.5425448821514,2005
"RL",85,10655,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,1124,0,479,1603,5,1,1629,0,0,1,2,0,3,1,4,7,7,1,4,"Attchd",2,3,880,2,0,0,0,0,284000,-93.6541267,42.0599123,"Luxury",12.5567295171433,2004
"RL",90,12878,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",7,5,"Hip","VinylSd","BrkFace",4,"PConc",4,3,1,5,1262,1,0,498,5,1,1760,0,0,1,2,0,3,1,4,8,7,1,4,"Attchd",3,2,583,2,165,190,0,0,269500,-93.6547754,42.0598989,"Luxury",12.5043236693312,2004
"RL",103,13472,1,"Reg","Lvl","Inside",1,"Norm","1Fam","1Story",10,5,"Hip","VinylSd","BrkFace",5,"PConc",5,3,4,6,56,1,0,2336,5,1,2392,0,0,0,2,0,3,1,5,8,7,1,5,"Attchd",3,3,968,2,248,105,0,0,386250,-93.65604,42.059241,"Luxury",12.8642401071941,2003
"RL",110,15274,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",9,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,1,6,1972,1,0,480,5,1,2452,0,0,2,2,0,3,1,5,10,7,1,4,"Attchd",3,3,886,2,0,116,0,0,445000,-93.65486,42.058782,"Luxury",13.0058295611484,2003
"RL",96,13262,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,1,0,1,0,1082,5,1,1105,1295,0,0,3,1,4,1,4,10,7,1,4,"BuiltIn",3,3,730,2,114,40,0,0,290000,-93.6545189,42.058886,"Luxury",12.5776362019627,2004
"RL",70,9658,1,"IR1","Lvl","Inside",1,"Norm","1Fam","1Story",8,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,1,0,1,0,1598,4,1,1606,0,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2,3,871,2,230,60,0,0,255900,-93.65048,42.0592,"Luxury",12.4525420221479,2006
"RL",47,6904,1,"IR1","Lvl","Inside",1,"Norm","TwnhsE","1Story",6,5,"Gable","VinylSd","Stone",4,"PConc",4,3,3,5,836,1,0,522,5,1,1358,0,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2,2,484,2,192,36,0,0,213000,-93.649779,42.059177,"Luxury",12.2690474446916,2005
"RL",34,5381,1,"IR1","Lvl","Inside",1,"Norm","Twnhs","1Story",6,5,"Gable","VinylSd","Stone",4,"PConc",4,3,3,5,900,1,0,406,5,1,1306,0,0,1,2,0,1,1,4,5,7,1,4,"Attchd",2,2,624,2,170,63,0,0,196000,-93.649743,42.059179,"Luxury",12.1858699382127,2005
"RL",34,5122,1,"IR1","Lvl","Inside",1,"Norm","Twnhs","1Story",6,5,"Gable","VinylSd","Stone",4,"PConc",4,3,3,6,881,1,0,425,5,1,1306,0,0,1,2,0,1,1,4,5,7,1,4,"Attchd",2,2,624,2,170,63,0,0,184500,-93.649723,42.059183,"Luxury",12.1254047424627,2005
"RL",80,10307,1,"IR1","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,6,876,1,0,474,5,1,1358,0,0,1,2,0,2,1,4,6,7,1,4,"Attchd",2,2,484,2,192,26,0,0,212500,-93.650258,42.058339,"Luxury",12.2666972673466,2008
"RL",34,5001,1,"IR1","Lvl","Inside",1,"Norm","Twnhs","1Story",7,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,6,904,1,0,410,5,1,1314,0,0,1,2,0,2,1,4,6,7,1,4,"Attchd",2,2,626,2,172,62,0,0,230000,-93.650244,42.058336,"Luxury",12.3458345879053,2008
"RL",117,15262,1,"IR1","Lvl","Corner",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,4,6,1557,1,0,643,5,1,2200,0,0,1,2,1,3,1,5,8,7,1,4,"Attchd",3,3,685,2,208,55,0,0,382500,-93.6552449,42.05851,"Luxury",12.8544839322487,2004
"RL",48,6472,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",9,5,"Hip","VinylSd","BrkFace",5,"PConc",5,3,1,1,0,1,0,1451,5,1,1456,0,0,0,2,0,2,1,5,6,7,1,4,"Attchd",2,2,539,2,192,42,0,0,248500,-93.654215,42.057089,"Luxury",12.4231981245188,2008
"RL",129,16770,1,"Reg","Lvl","Corner",1,"Norm","1Fam","1Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",5,3,4,6,1196,1,0,516,5,1,1712,0,0,1,2,0,3,1,4,8,7,1,4,"Attchd",2,3,701,2,218,183,0,0,286500,-93.654405,42.057019,"Luxury",12.5654938151369,2003
"RL",48,6240,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",8,5,"Hip","MetalSd","BrkFace",4,"PConc",4,3,1,6,863,1,0,461,5,1,1324,0,0,1,2,0,2,1,4,6,7,1,4,"Attchd",3,2,550,2,192,38,0,0,254000,-93.6514849,42.056983,"Luxury",12.4450895460007,2006
"RL",48,3480,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,1,0,1,0,1405,5,1,1405,0,0,0,2,0,2,1,4,6,7,1,3,"Attchd",2,2,478,2,148,36,0,0,173000,-93.651014,42.057277,"Luxury",12.0610468734799,2003
"RL",36,2268,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","2Story",7,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,6,567,1,0,197,5,1,764,862,0,0,2,0,2,1,4,6,7,0,0,"BuiltIn",2,2,474,2,0,27,0,0,173000,-93.650238,42.057467,"Luxury",12.0610468734799,2004
"RL",63,10928,1,"Reg","Lvl","Inside",1,"RRAn","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,4,1,1,0,1,0,728,5,1,728,728,0,0,2,1,3,1,4,8,7,1,4,"Attchd",3,2,390,2,100,0,0,0,184000,-93.645752,42.06232,"Premium",12.1226910365911,2005
"RL",57,8918,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",4,"PConc",4,3,3,1,0,1,0,745,5,1,745,745,0,0,2,1,3,1,4,7,7,1,4,"Attchd",3,2,392,2,36,20,0,0,167800,-93.64466,42.063183,"Premium",12.0305280730152,2006
"RL",149,12589,1,"IR2","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",4,"PConc",4,3,1,1,0,1,0,742,5,1,742,742,0,0,2,1,3,1,4,8,7,1,4,"Attchd",3,2,390,2,36,24,0,0,174000,-93.644457,42.062058,"Premium",12.0668105781967,2005
"RL",122,11911,1,"IR2","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",4,"PConc",4,3,3,1,0,1,0,684,5,1,684,876,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",3,2,400,2,100,38,0,0,174000,-93.645627,42.062404,"Premium",12.0668105781967,2005
"RL",53,3684,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Hip","VinylSd","BrkFace",4,"PConc",4,3,1,1,0,1,0,1373,5,1,1555,0,0,0,2,0,2,1,4,7,7,1,3,"Attchd",3,3,660,2,143,20,0,0,174000,-93.641561,42.062562,"Premium",12.0668105781967,2007
"RL",51,3635,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Hip","VinylSd","BrkFace",4,"PConc",4,3,1,5,988,1,0,398,5,1,1569,0,0,0,2,0,1,1,4,7,7,1,3,"Attchd",2,3,660,2,143,20,0,0,175900,-93.641515,42.062557,"Premium",12.0776709307256,2007
"RL",43,3182,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,3,6,16,1,0,1357,5,1,1555,0,0,0,2,0,2,1,4,7,7,1,3,"Attchd",3,2,430,2,143,20,0,0,192500,-93.642094,42.062305,"Premium",12.16785143271,2006
"RL",43,3182,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,16,1,0,1330,5,1,1504,0,0,0,2,0,1,1,4,7,7,1,4,"Attchd",3,2,457,2,156,0,0,0,181000,-93.642597,42.062266,"Premium",12.106252310248,2006
"RL",43,3182,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,3,6,16,1,0,1204,5,1,1220,0,0,0,2,0,2,1,4,5,7,1,4,"Attchd",3,2,397,2,100,16,0,0,180000,-93.642911,42.062081,"Premium",12.1007121298723,2006
"RL",43,3182,1,"Reg","Lvl","Inside",1,"Norm","TwnhsE","1Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,16,1,0,1129,5,1,1145,0,0,0,2,0,2,1,4,5,7,1,4,"Attchd",3,2,397,2,100,16,0,0,160200,-93.642914,42.062086,"Premium",11.9841783136164,2006
"RL",71,7795,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,3,1,6,425,1,0,291,5,1,716,716,0,1,2,1,3,1,4,6,7,1,4,"Attchd",3,2,432,2,100,51,0,0,188500,-93.642749,42.061562,"Premium",12.1468532858702,2005
"RL",63,8068,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",4,"PConc",4,3,1,1,0,1,0,1010,5,1,1010,1257,0,0,2,1,4,1,4,8,7,1,3,"BuiltIn",2,2,390,2,120,46,0,0,200000,-93.643312,42.059377,"Premium",12.2060726455302,2002
"RL",59,9434,1,"IR1","Lvl","Inside",1,"Norm","1Fam","SLvl",7,5,"Gable","Other","None",4,"PConc",4,3,2,1,0,1,0,384,5,1,744,630,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",3,2,400,2,100,0,0,0,170000,-93.644106,42.061739,"Premium",12.0435537160324,2005
"RL",62,7984,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,1,0,1,0,868,5,1,868,762,0,0,2,1,3,1,4,7,7,1,4,"BuiltIn",3,2,436,2,120,48,0,0,189500,-93.641772,42.061149,"Premium",12.1521443035046,2005
"RL",63,7750,1,"Reg","Lvl","Inside",1,"Norm","1Fam","SLvl",8,5,"Hip","VinylSd","None",4,"PConc",4,3,1,6,353,1,0,55,5,1,779,640,0,1,2,1,3,1,4,7,7,1,3,"BuiltIn",3,2,527,2,120,0,0,0,184100,-93.641488,42.061114,"Premium",12.1232343672212,2002
"RL",61,10125,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,3,2,1,0,1,0,846,5,1,846,748,0,0,2,1,3,1,4,7,7,1,4,"Attchd",3,2,434,2,300,48,0,0,195500,-93.642626,42.061656,"Premium",12.1833156584076,2004
"RL",63,8965,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,3,1,6,652,1,0,130,5,1,806,683,0,1,2,1,3,1,4,8,7,1,4,"Attchd",3,2,400,2,0,75,0,0,192000,-93.640051,42.061365,"Premium",12.1652506510099,2003
"RL",63,8174,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,3,1,6,494,1,0,204,5,1,698,644,0,1,2,1,3,1,4,7,7,1,3,"Attchd",3,2,393,2,100,56,0,0,178000,-93.640065,42.063283,"Premium",12.0895388292742,2003
"RL",34,5063,1,"Reg","Lvl","Inside",1,"Norm","Twnhs","1Story",7,5,"Gable","VinylSd","Stone",4,"PConc",4,3,1,6,904,1,0,410,5,1,1314,0,0,1,2,0,2,1,4,6,7,1,4,"Attchd",2,2,626,2,172,62,0,0,207500,-93.649649,42.058368,"Luxury",12.2428866186529,2008
"RL",63,8795,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","None",4,"PConc",4,3,1,6,300,1,0,652,5,1,980,1276,0,0,2,1,4,1,4,8,7,1,3,"BuiltIn",3,2,554,2,224,54,0,0,236000,-93.642813,42.05859,"Premium",12.3715870840077,2000
"RL",99,12891,1,"IR1","Lvl","Corner",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","None",4,"PConc",5,3,1,6,651,1,0,219,5,1,878,1126,0,1,2,1,4,1,4,8,7,1,4,"BuiltIn",3,3,644,2,0,48,0,0,257500,-93.642932,42.059481,"Premium",12.4587749990859,2002
"RL",99,12224,1,"IR1","Lvl","Corner",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,695,1,0,297,5,1,1022,1032,0,1,2,1,3,1,4,7,7,1,3,"BuiltIn",2,2,390,2,24,48,0,0,244000,-93.641919,42.059068,"Premium",12.4049235042753,2000
"RL",61,9734,1,"IR1","Lvl","Inside",1,"RRAn","1Fam","SLvl",7,5,"Gable","VinylSd","None",4,"PConc",4,3,2,6,241,3,113,30,5,1,744,630,0,0,2,1,3,1,4,7,7,0,0,"BuiltIn",3,2,400,2,0,0,0,0,167000,-93.644251,42.059605,"Premium",12.0257490913989,2004
"RL",60,8123,1,"IR1","Lvl","Inside",1,"RRAn","1Fam","2Story",6,5,"Gable","VinylSd","BrkFace",3,"PConc",4,3,1,1,0,1,0,982,5,1,1007,793,0,0,2,1,3,1,3,7,7,1,3,"Attchd",3,2,463,2,100,63,0,0,179000,-93.641377,42.057839,"Premium",12.0951410848229,2000
"RL",42,8433,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",6,5,"Gable","VinylSd","None",3,"PConc",4,3,1,6,683,1,0,111,5,1,819,695,0,1,2,1,3,1,3,7,7,1,3,"Attchd",3,2,394,2,0,72,0,0,190000,-93.641313,42.057834,"Premium",12.1547793511426,2000
"RL",62,7750,1,"Reg","Lvl","Inside",1,"Norm","1Fam","SLvl",7,5,"Gable","VinylSd","None",3,"PConc",4,3,1,1,0,1,0,384,5,1,774,656,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",2,2,400,2,0,0,0,0,156000,-93.641303,42.057833,"Premium",11.9576112862317,2000
"RL",50,15896,1,"IR2","Lvl","CulDSac",1,"RRNn","1Fam","2Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,5,913,1,0,264,5,1,1223,1089,0,1,2,1,4,1,4,8,7,1,3,"BuiltIn",3,3,658,2,298,0,0,0,245000,-93.641367,42.057098,"Premium",12.4090134895269,1999
"RL",50,24682,1,"IR3","Lvl","CulDSac",1,"RRAn","1Fam","2Story",6,5,"Gable","VinylSd","None",3,"PConc",4,3,1,1,0,1,0,841,5,1,892,783,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,502,2,0,103,0,0,181000,-93.641397,42.057093,"Premium",12.106252310248,1999
"RL",63.5,8755,1,"IR1","Lvl","FR2",1,"RRNn","1Fam","2Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,5,772,1,0,220,5,1,1022,1038,0,1,2,1,3,1,4,8,7,1,3,"BuiltIn",2,2,390,2,0,0,0,0,214000,-93.641312,42.056955,"Premium",12.273731294004,1999
"RL",64,7848,1,"IR1","Lvl","Inside",1,"Norm","1Fam","SLvl",7,6,"Gable","VinylSd","None",3,"PConc",3,3,1,1,0,1,0,384,5,1,774,656,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,410,2,0,0,0,0,168000,-93.640879,42.058668,"Premium",12.0317192583854,1999
"RL",82,9430,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,2,6,1163,1,0,89,5,1,1268,1097,0,1,2,1,3,1,4,8,7,1,4,"Attchd",2,3,856,2,0,128,0,180,337000,-93.65429,42.053749,"Luxury",12.7278382093345,1999
"RL",174,15138,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,689,1,0,773,5,1,1490,1304,0,1,2,1,4,1,5,9,7,1,3,"Attchd",3,3,810,2,0,146,202,0,403000,-93.657163,42.053911,"Luxury",12.9066918409288,1996
"RL",106,12720,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,2,6,1173,1,0,282,5,1,1466,1221,0,1,2,1,4,1,4,10,7,2,3,"BuiltIn",2,3,810,2,252,30,0,0,327000,-93.650957,42.055626,"Luxury",12.6977154498794,2000
"RL",86.5,16545,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",8,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,2,6,781,1,0,503,5,1,1310,1140,0,1,2,1,3,1,4,7,7,1,3,"Attchd",3,3,1069,2,0,126,0,0,340000,-93.652608,42.053441,"Luxury",12.7367008965923,1998
"RL",98,12203,1,"IR1","Lvl","Corner",1,"Norm","1Fam","2Story",8,5,"Hip","VinylSd","BrkFace",4,"PConc",4,3,1,6,854,1,0,371,5,1,1276,1336,0,1,2,1,4,1,4,8,7,1,3,"Attchd",3,3,676,2,250,0,0,0,336000,-93.65238,42.053041,"Luxury",12.7248664389453,1999
"RL",79,10208,1,"IR1","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,1,0,1,0,1264,5,1,1277,1067,0,0,2,1,3,1,4,7,7,1,3,"Attchd",2,3,889,2,220,0,0,0,265000,-93.655555,42.052668,"Luxury",12.4874851049684,1997
"RL",78,10750,1,"IR1","Lvl","CulDSac",1,"Norm","1Fam","1Story",8,5,"Hip","Wd Sdng","BrkFace",4,"PConc",4,3,3,4,236,6,1526,262,5,1,2063,0,0,1,2,0,3,1,4,7,7,2,4,"Attchd",3,3,815,2,182,56,0,0,315000,-93.655988,42.050411,"Luxury",12.6603279178078,1995
"RL",90,9900,1,"Reg","Low","Inside",0,"Norm","1Fam","2Story",7,5,"Gable","HdBoard","BrkFace",4,"PConc",4,3,4,6,987,1,0,360,5,1,1372,1274,0,1,2,1,4,1,4,9,7,1,3,"Attchd",2,3,656,2,340,60,144,0,260000,-93.654048,42.049701,"Luxury",12.4684369099977,1993
"RL",79,9085,1,"Reg","Lvl","Inside",1,"Norm","1Fam","2Story",7,5,"Gable","VinylSd","BrkFace",4,"PConc",4,3,1,6,816,1,0,254,5,1,1094,967,0,1,2,1,3,1,4,7,7,1,3,"Attchd",3,2,647,2,296,102,209,0,260000,-93.651503,42.05161,"Luxury",12.4684369099977,1996
